"id","k","c1","c2","lt","unitVolume","initialStock"
47779,0.86,7.32,572.34,3,5.2732,6
47780,3.98,12.24,383.96,10,18.183,20
47781,3.89,11.68,893.9,7,23.7072,36
47782,0.27,1.73,58.11,9,32.9662,12
47783,1.05,10.51,413.43,4,26.7955,21
47784,6.79,10.05,157.38,8,2.2538,31
47785,1.15,8.08,190.94,4,14.1155,33
47786,0.4,2.41,131.14,4,4.4019,17
47787,0.92,2.07,174.31,6,6.6251,29
47788,1.46,7.53,144.11,6,2.3309,32
47789,5.44,6.77,153.84,9,0.8272,21
47790,2.59,5.77,132.71,12,5.4664,37
47791,0.88,10.51,58.19,4,50.4576,14
47792,4.65,11.06,718.89,8,11.4001,51
47793,5.39,11.59,108.15,5,5.0296,25
47794,1.93,12.62,151.61,4,20.0861,24
47795,0.44,4.01,275.38,4,44.3518,18
47796,0.13,1.6,9.69,3,18.3561,16
47797,1.42,9.1,253.18,4,3.256,9
47798,1.45,11.84,107.51,3,18.5549,6
47799,4.61,8.83,395.81,9,12.7359,34
47800,2.4,6.54,603.73,6,26.6059,9
47801,0.94,9.29,739.86,3,57.6677,11
47802,0.45,13.71,1104.06,3,57.4865,2
47803,1.13,9.07,114.06,7,35.0406,11
47804,1.79,11.56,479.76,6,18.4943,31
47805,1.26,13.29,691.17,3,38.5898,16
47806,0.29,4.86,255.13,4,55.2106,11
47807,1.22,13.93,62.33,4,37.4108,9
47808,0.94,5.98,287.4,4,26.6764,25
47809,1.28,6.47,224.44,7,20.3979,16
47810,0.55,6.34,91.04,4,21.2857,7
47811,1.29,2.31,115.45,7,18.057,36
47812,7.67,8.83,251.17,10,13.0665,19
47813,0.18,2.46,55.8,4,6.4602,18
47814,3.62,12.15,180.59,6,13.0261,24
47815,16.49,12.41,1153.81,12,11.561,73
47816,0.31,1.89,11,5,20.1664,16
47817,1.99,13.43,123.82,6,12.7738,26
47818,0.09,1.69,34.73,3,34.0459,16
47819,0.73,1.39,72.27,12,10.8115,38
47820,5.93,11.21,169.71,8,17.4011,39
47821,0.57,6.77,142.31,5,17.6633,9
47822,1.05,5.27,67.77,5,20.1352,20
47823,2.26,10.61,86.63,4,29.4798,13
47824,0.75,7.35,171.54,6,32.5098,14
47825,2.46,5.41,369.22,7,5.0694,36
47826,0.49,2.75,21.78,4,6.5522,31
47827,1.19,9.9,848.37,4,3.9031,7
47828,0.09,1.92,18.46,5,21.6638,11
47829,0.87,8.53,203.44,4,46.3675,11
47830,2.19,3.01,254.22,10,2.5884,31
47831,3.17,7.81,112.67,8,5.6638,21
47832,4.81,7.99,430.39,9,2.6414,35
47833,3.22,9.1,306.08,8,15.4687,37
47834,1.49,8.96,455.56,6,12.3916,15
47835,0.85,4.55,62.97,4,5.1521,30
47836,1.3,10.44,42.66,6,2.2065,21
47837,0.46,9.11,126.3,4,8.1214,6
47838,1.05,13.28,128.96,3,71.7953,16
47839,0.87,7.63,142.9,3,41.9092,16
47840,0.3,2.16,57.93,3,33.8946,22
47841,0.12,2.09,129.74,5,36.7041,7
47842,1.8,11.08,179.88,3,13.4131,29
47843,2.99,11,1078.77,8,21.294,18
47844,0.62,6.03,256.54,5,37.7777,28
47845,0.12,1.28,13.07,4,28.83,14
47846,1.77,9.41,296.23,4,8.0772,16
47847,3.75,7.58,719.34,6,19.3516,21
47848,1.87,12.78,575.86,5,4.0831,29
47849,1.61,12.16,868.15,4,15.273,23
47850,8.04,11.1,537.8,12,0.4599,42
47851,0.48,6.1,262.69,4,44.1621,14
47852,1.93,9.84,266.12,3,25.7591,19
47853,0.92,9.21,41.27,4,27.7271,21
47854,1.81,11.97,558.91,4,11.9866,18
47855,1.43,10.66,698.2,4,20.3636,27
47856,1.1,9.48,737.38,3,32.1466,17
47857,6.23,10.92,166.14,7,19.1003,50
47858,1.45,13.37,210.51,3,67.0231,13
47859,0.25,3.88,348.32,3,22.3256,7
47860,0.28,2.4,215.1,6,1.6781,25
47861,0.48,3.24,233.47,6,1.2495,35
47862,1.87,11.47,733.86,3,52.7264,13
47863,0.17,1.22,20,3,47.3503,15
47864,7.8,12.51,1029.93,12,15.4642,48
47865,1.09,3.26,112.18,7,14.0591,39
47866,0.28,2.75,90.01,4,27.0072,13
47867,1.53,8.73,47.07,3,40.8452,11
47868,0.17,2.6,49.13,5,32.311,12
47869,0.62,6.62,185.54,4,35.1625,15
47870,0.46,2.46,21.17,4,17.8311,16
47871,0.27,1.63,63.8,4,31.8773,14
47872,2.54,3.53,142.46,11,12.6378,49
47873,0.2,1.65,33.68,4,2.9048,14
47874,3.64,13.49,1341.27,5,16.9525,32
47875,0.4,5.16,145.84,3,72.2866,15
47876,0.91,13.78,158.16,6,32.5335,9
47877,1.92,4.39,67.26,8,5.5413,67
47878,1.47,9.29,833.11,4,1.3248,14
47879,0.22,2.01,58.97,2,30.6197,7
47880,1.03,13.79,343.32,5,8.5346,9
47881,1.33,10.27,756.44,3,34.1697,19
47882,5.5,5.83,218.52,12,16.8623,29
47883,0.77,6.92,393.33,6,20.7407,9
47884,0.47,1.27,72.97,5,19.6451,18
47885,2.63,10.08,934.58,7,20.1239,15
47886,0.77,4.9,395.42,4,2.7479,23
47887,2.21,3.39,118.36,6,16.0361,11
47888,1.81,9.56,95.85,3,38.8637,14
47889,0.56,6.97,315.55,4,8.4341,22
47890,4.7,6.8,34.17,9,4.8563,38
47891,0.66,5.07,286.22,4,3.2194,18
47892,0.97,5.79,288.32,4,35.5329,7
47893,0.82,13.27,413.1,5,40.7412,16
47894,0.17,2.02,65.44,4,32.2968,6
47895,0.13,1.5,39.48,3,11.5926,14
47896,0.49,8.9,132.59,5,22.334,7
47897,1.22,10.53,597.57,4,5.1,16
47898,0.37,8.7,70.49,2,56.1953,9
47899,0.93,6.35,251.12,3,39.9354,12
47900,0.3,1.82,94.99,5,24.5665,15
47901,0.64,4.58,294.49,4,11.2669,16
47902,1.69,9.84,185.99,8,25.2146,17
47903,0.24,1.65,123.8,3,20.6932,13
47904,0.89,10.48,270.91,5,29.6599,24
47905,0.48,4.05,220.47,4,16.067,26
47906,0.46,5.62,125.73,5,45.2122,8
47907,0.23,5.25,73.22,4,87.6064,4
47908,1.61,8.14,325.66,6,7.8713,17
47909,1.06,4.41,128.64,11,14.1015,21
47910,2.32,5.71,138.45,14,14.5671,13
47911,1.1,10.65,221.1,4,36.3392,13
47912,2.32,12.51,491.86,6,27.8797,5
47913,0.47,3.16,81.68,3,24.8533,24
47914,1.56,13.97,721.99,5,12.8234,17
47915,2.19,8.11,404.73,9,6.7645,29
47916,0.79,11.04,188.53,4,37.8854,7
47917,0.15,1.08,21.76,4,12.6442,33
47918,0.23,5.63,46.21,5,4.0638,6
47919,2.63,12.33,114.31,5,5.2438,41
47920,0.28,5.32,124.76,4,43.6114,4
47921,2.6,7.09,32.84,7,29.4307,23
47922,2.2,12.95,71.83,6,23.4839,35
47923,0.49,1.77,22.99,6,1.699,37
47924,0.83,6.81,63.48,5,21.3057,28
47925,3.78,2.27,42.08,8,4.1114,39
47926,8.21,4.96,475.64,9,7.3125,79
47927,2.11,11.61,90.87,4,13.4237,20
47928,2.05,12.56,703.27,4,34.1368,12
47929,2.09,8.38,583.67,6,19.9326,25
47930,2.05,9.9,550.24,5,12.6255,11
47931,0.46,5.55,63.23,3,41.3607,22
47932,0.6,5.73,502.47,5,23.5053,28
47933,0.85,4.78,121.77,5,26.3955,11
47934,0.11,1.72,61.28,4,33.8649,12
47935,1.61,11.96,298.08,5,34.5575,15
47936,1.01,6.97,63.13,3,12.5466,18
47937,6.96,13.6,454.26,6,19.8277,18
47938,0.47,9.99,83.35,3,9.2634,4
47939,0.93,6.47,148.2,6,8.4354,21
47940,0.82,8.67,268.24,5,24.4093,15
47941,3.57,8.9,165.41,7,9.0392,44
47942,0.8,11.96,101.58,6,8.4001,23
47943,0.39,1.41,66.11,6,6.7653,34
47944,0.05,1.03,32.72,4,26.0633,11
47945,5.49,9.83,309.74,8,1.2748,54
47946,0.19,1.4,9.83,4,3.8115,18
47947,0.6,2.19,23.84,9,12.6954,14
47948,0.46,3.12,27.78,8,1.6803,20
47949,4.54,11.7,427.53,8,9.3609,62
47950,2.79,5.12,328.15,7,14.2709,19
47951,0.79,2.73,74.79,8,15.5145,27
47952,0.25,1.67,100.62,5,29.6519,24
47953,3.06,5.37,23.77,8,23.991,35
47954,0.74,8.64,295.62,3,27.38,18
47955,0.25,2.8,96.8,4,39.6723,14
47956,1.1,1.81,29.66,12,11.228,62
47957,0.54,8.47,386.35,4,21.8654,4
47958,0.95,6.5,120.18,4,13.7621,13
47959,1.15,8.2,761.7,5,12.687,10
47960,0.31,3.15,26.94,4,26.4384,7
47961,0.44,8.32,96.45,3,27.8195,14
47962,0.15,1.31,49.78,3,13.2308,8
47963,0.99,3.42,254.68,5,13.5622,49
47964,0.2,2.19,47.83,3,37.5192,28
47965,0.78,11.87,433.95,4,23.1191,4
47966,3.38,5.32,385.69,12,8.8072,25
47967,1.02,3.63,110.65,9,19.6337,39
47968,0.98,4.53,212.75,6,4.921,26
47969,0.97,10.62,259.08,4,34.8818,9
47970,0.23,2.14,109.68,6,26.9737,23
47971,1.04,3.57,278.49,6,35.1925,15
47972,0.48,5.11,392.09,5,36.2768,6
47973,6.26,10.24,473.06,10,6.058,48
47974,0.56,10.41,93.03,4,11.3511,4
47975,1.34,13.84,1361.57,4,8.949,16
47976,0.95,9.86,41.5,5,35.787,9
47977,0.12,2.23,39.35,5,68.1696,6
47978,0.73,2.79,140.45,6,26.3134,27
47979,0.36,1.94,102.73,3,16.9127,25
47980,5.59,8.67,280.08,11,16.4746,39
47981,1.7,10.91,656.61,6,11.1421,37
47982,0.36,2.83,180.94,4,24.3836,10
47983,1.53,2,30.56,5,0.638,63
47984,0.73,8.54,333.07,4,17.8485,8
47985,0.54,6.89,275.7,4,29.3394,10
47986,1.78,12.68,173.88,5,24.2342,16
47987,0.63,11.08,881.31,3,1.896,19
47988,0.87,8.79,781.56,4,21.5679,11
47989,0.88,5.63,391.28,6,8.126,25
47990,0.32,2.33,195.91,3,32.3644,9
47991,0.85,7.43,111.37,5,26.9573,29
47992,0.63,8.13,216.84,5,42.776,20
47993,1.08,8.41,305.15,5,12.392,19
47994,0.1,2.92,186.58,2,16.5958,2
47995,0.16,1.36,83.53,6,7.8874,14
47996,1.09,11.92,93.89,4,50.1565,7
47997,0.19,3.05,36.5,5,11.7887,15
47998,0.22,3.49,183.48,2,30.1648,10
47999,8.6,10.45,484.35,9,14.9526,55
48000,2.26,5.23,484.34,10,2.0525,10
48001,1.46,8.89,625.16,5,3.1031,27
48002,0.24,4.45,119.15,5,39.7493,5
48003,0.29,4.87,164.2,6,37.8294,7
48004,4.27,4.67,83.72,11,13.5114,57
48005,0.66,5.99,64.51,5,14.8982,25
48006,1.76,9.61,686.87,5,12.704,28
48007,3.53,10.83,1034.17,7,12.5493,22
48008,1.08,7.55,352.44,3,33.4562,10
48009,2.69,13.13,523.54,6,39.902,25
48010,2.05,13.17,56.34,5,21.5903,41
48011,0.55,4.49,219.7,4,17.8264,24
48012,2.57,7.38,413.7,6,4.2065,42
48013,0.77,8.21,680.1,3,42.5449,13
48014,1.03,11.72,635.47,4,12.465,14
48015,0.3,2.52,86.5,4,30.0686,12
48016,5.59,5.37,424.93,16,7.563,94
48017,0.67,5.15,302.36,4,7.5684,20
48018,0.23,8.21,546.85,3,64.1993,6
48019,3.96,11.85,197.93,5,34.2711,19
48020,0.28,2.08,24.46,4,18.8059,32
48021,0.1,1.09,22.58,6,24.4461,14
48022,4.26,12.11,733.77,6,10.196,22
48023,0.36,4.63,329.43,5,18.3293,12
48024,1.83,7.93,289.91,7,22.8693,28
48025,5.59,13.82,223.66,10,3.1999,20
48026,0.09,1.42,45.95,3,41.3822,14
48027,0.58,4.61,20.24,4,19.7077,23
48028,0.09,2.13,196.84,4,53.1886,9
48029,0.12,2.76,123.35,3,15.7741,4
48030,1.45,4.86,169.88,5,5.1655,37
48031,0.41,3.85,167.43,5,26.956,7
48032,0.69,6.31,194.31,4,6.3846,26
48033,0.22,1.33,5.42,6,23.089,17
48034,6.68,12.78,1249.6,9,20.4994,19
48035,1.75,13.44,311.88,8,9.3092,31
48036,0.65,10.2,730.36,4,44.3415,5
48037,1.44,6.75,663.21,6,15.9015,14
48038,0.57,3.2,63.66,5,17.2845,21
48039,0.23,2.36,9.51,5,22.0924,25
48040,0.49,10.75,62.32,4,40.0756,16
48041,0.36,5.63,409.38,6,6.8202,20
48042,0.68,3.1,186.34,5,15.1513,46
48043,0.57,5.35,40.67,5,14.7262,25
48044,0.2,2.06,8.97,5,21.8007,11
48045,1.34,7.23,660.01,4,19.2127,24
48046,0.83,7.69,386.61,4,9.6721,16
48047,0.59,9.16,112.64,4,20.6674,6
48048,4.56,12.4,201.08,10,0.8644,28
48049,2.08,6.48,178.51,9,1.1431,40
48050,0.56,6.37,393.07,5,16.7538,8
48051,3.76,8.38,428.8,9,16.3275,22
48052,0.12,3.95,112.6,3,51.1386,5
48053,6.75,11.08,448.93,7,9.6956,59
48054,1.72,7.87,182.24,6,19.8185,14
48055,0.33,2.81,179.71,5,25.7014,17
48056,0.46,3.25,26.01,3,42.3375,26
48057,1.47,10.09,46.56,5,21.4787,25
48058,1.92,11.67,132.05,6,15.6477,26
48059,0.87,10.3,174.28,3,44.1816,14
48060,1.73,3.6,142.28,8,15.713,57
48061,0.12,2.24,184.2,5,13.8515,4
48062,1,13.12,1168.17,4,28.4528,14
48063,0.96,12.36,279.84,4,28.418,9
48064,0.53,4.23,66.27,6,8.4692,42
48065,0.12,1.49,6.88,6,19.1501,13
48066,0.82,11.97,372.33,6,30.5821,14
48067,1.69,8.7,507.09,5,10.5768,16
48068,7.74,8.13,345.95,7,14.7454,65
48069,1.64,12.1,1070.09,6,10.6538,27
48070,1.28,11.83,1097.46,5,8.0759,18
48071,1.31,9.83,262.15,3,36.7607,23
48072,0.93,6.15,266.91,3,1.6486,14
48073,0.53,9.72,396.27,3,51.2246,13
48074,1.55,12.1,921.62,5,11.4018,27
48075,0.53,6.13,74.37,5,5.5616,18
48076,2.45,12.44,730.01,6,7.4893,36
48077,0.84,1.54,32.09,9,5.1274,30
48078,0.48,11.6,224.8,5,43.1328,4
48079,0.7,4.95,35.4,6,1.6895,28
48080,0.55,3.79,377.88,6,22.6208,19
48081,2.42,4.94,101.66,9,5.3192,35
48082,1.11,11.2,1057.53,3,48.7118,13
48083,2.54,10.68,418.61,6,5.7938,22
48084,1.83,13.71,89.64,3,32.9972,19
48085,0.67,8.44,796.1,5,43.981,15
48086,2.52,13.52,673.38,7,30.9249,34
48087,10.37,6.75,79.97,8,14.7582,41
48088,1.45,11.34,418.43,3,34.1974,13
48089,0.54,1.63,68.74,5,13.6346,27
48090,0.29,6.47,382.51,4,37.3044,13
48091,1.53,8.27,387.28,6,21.0927,11
48092,1.83,10.48,908.96,6,13.3248,24
48093,1.22,12.23,682.66,5,31.682,20
48094,0.62,1.56,13.1,10,12.6627,62
48095,1.24,12.41,163.91,4,0.6546,13
48096,1.32,9.6,364.32,6,5.5086,12
48097,1.54,11.8,575.53,4,35.1076,19
48098,0.34,5.32,65.99,5,41.594,11
48099,2.7,2.68,61.81,12,13.4357,56
48100,3.02,4.33,237.61,8,27.7956,17
48101,1.18,6.84,516.12,4,10.6103,22
48102,0.88,10.05,357.47,4,22.7627,9
48103,1.06,4.4,290.14,9,11.5564,15
48104,3.82,11.97,611.71,6,0.7932,31
48105,0.95,9.94,108.3,4,38.0166,18
48106,4.1,5.8,504.56,6,16.8215,50
48107,0.81,4.73,172.42,5,22.0107,34
48108,0.69,10.25,729.96,4,70.9055,10
48109,2.72,11.96,334.94,5,11.794,24
48110,0.49,6.12,80.96,4,45.4382,5
48111,0.3,1.97,76.69,4,32.2467,35
48112,1.5,11.06,108.71,3,47.841,18
48113,1.72,11.82,235.63,7,29.0351,18
48114,0.89,12.41,54.99,4,44.0063,7
48115,2.1,11.21,517.36,6,6.2283,39
48116,0.28,1.22,118.53,6,19.1001,35
48117,0.31,4,36.85,4,2.7226,16
48118,1.34,9.78,123.3,4,5.1412,19
48119,0.73,5.03,286.63,5,22.7881,16
48120,0.42,4.27,310.19,5,16.9469,10
48121,1.8,8.77,69.58,5,11.6747,9
48122,1.66,10.4,380.3,3,46.4611,24
48123,1.46,12.11,562.93,4,23.7942,19
48124,1.12,12.68,360.61,4,37.565,8
48125,1.89,11.5,945.99,4,14.6806,36
48126,1.32,9.1,584.84,4,32.9385,25
48127,0.15,7.84,97.97,3,60.661,4
48128,0.87,5.84,570.29,4,26.4337,38
48129,0.45,5.41,299.33,4,49.7847,10
48130,15.62,9.96,841.89,10,7.8654,47
48131,0.09,1.7,141.08,5,32.1676,6
48132,0.44,5.68,201.79,3,25.9467,13
48133,1.12,10.31,618,4,28.0613,18
48134,1.02,4.38,113.38,6,15.8008,17
48135,0.58,5.18,115.96,3,27.6043,12
48136,0.75,13.06,363.79,4,2.684,8
48137,0.79,11.4,1104.99,4,21.6374,7
48138,1.27,11.62,114.22,5,22.2796,15
48139,5.27,12.83,504.69,5,18.4247,15
48140,1.91,6.9,152.35,14,19.5151,15
48141,0.54,4.63,79.03,3,50.5864,20
48142,0.16,3.06,156.96,3,44.5097,9
48143,1.52,1.14,19.77,11,9.7787,51
48144,9.27,12.5,251.48,12,7.5612,53
48145,1.39,13.61,417.17,3,3.019,16
48146,0.82,1.79,23.58,5,21.4875,35
48147,0.45,6,118.01,3,63.9021,9
48148,1.65,6.62,264.95,3,21.0097,27
48149,1.08,7.48,30.4,5,6.9728,9
48150,1.23,9.49,260,3,24.1401,10
48151,1.19,13.04,1292.25,4,46.0433,6
48152,2.38,13.75,163.51,4,7.8054,31
48153,0.88,8.63,37.64,5,25.5225,19
48154,0.93,5.95,285.46,4,12.0474,38
48155,10.15,9.84,351.85,14,5.9353,59
48156,1.71,3.44,48.85,6,10.613,42
48157,0.15,1.48,19.09,4,38.4622,26
48158,0.2,2.79,17.56,3,42.8672,14
48159,5.56,7.99,59.04,6,1.6524,46
48160,0.33,2.72,202.94,4,11.4278,17
48161,1.03,8.63,730.48,6,20.5698,24
48162,1.96,11.5,397.24,5,14.2215,29
48163,1.46,10.45,47.03,6,13.3444,25
48164,0.68,5.5,471.9,4,38.1034,18
48165,1.28,5.87,97.12,4,6.8929,14
48166,1.39,7.93,566.67,5,33.8999,21
48167,0.63,6.3,555.43,5,26.4818,16
48168,1.36,9.53,334.93,10,20.0196,31
48169,0.45,5.82,70.02,6,5.8995,6
48170,0.21,4.33,18.56,3,21.865,8
48171,0.25,3.1,17.42,4,49.1545,16
48172,0.3,2.26,162.43,5,1.2724,27
48173,0.08,4.07,176.04,3,41.0242,2
48174,1.23,6.26,587.11,6,0.9481,30
48175,2.31,11.58,63.73,4,4.905,31
48176,3.59,9.52,106.1,6,3.1172,22
48177,1.47,10.67,318.18,4,37.5038,30
48178,0.64,13.86,122.07,3,7.5457,6
48179,0.69,5.82,313.85,4,27.1835,11
48180,0.81,5.15,220.93,3,39.2531,15
48181,0.11,4.34,90.8,3,38.9939,8
48182,7.75,13.64,334.1,6,14.2761,31
48183,1.62,9.81,698.69,5,23.1871,33
48184,0.99,13.73,1024.84,4,2.3123,14
48185,1.9,7.73,68.08,5,25.4426,31
48186,0.64,4.6,386.95,6,10.1339,26
48187,2.14,4.95,121.33,9,18.3538,32
48188,7.9,7.87,202.61,16,8.0344,71
48189,0.58,2.38,146.88,8,11.206,38
48190,0.67,6.44,83.69,6,15.3401,30
48191,0.8,4.88,20.08,6,30.3749,23
48192,0.6,8.89,703.75,3,48.9451,8
48193,1.04,13.8,308.52,4,22.6242,13
48194,0.91,8.49,68.38,6,25.8523,12
48195,0.36,7.05,281.69,4,34.0519,9
48196,0.25,2.9,175.2,2,21.491,20
48197,0.39,10.35,410.81,3,67.3337,11
48198,2.67,4.18,198.63,6,18.3462,44
48199,6.7,4.9,42.26,9,11.5535,40
48200,1.11,11.77,148.38,6,21.0291,24
48201,0.34,1.79,148.88,4,1.0598,24
48202,1.82,13.22,858.56,4,39.7671,10
48203,11.77,13.01,663.4,10,16.8433,21
48204,0.99,5.25,47.64,3,13.4611,26
48205,1.14,11.39,379.61,6,12.9205,28
48206,2.62,9.73,48.36,5,13.2474,34
48207,0.84,13.9,59.02,4,49.5611,9
48208,0.7,12.11,909.18,3,16.1529,19
48209,3.81,11.04,146.94,6,21.8744,24
48210,1.29,13.11,1278.2,3,39.5375,19
48211,8.65,10.11,293.26,7,9.0481,72
48212,1.15,10,298.29,4,3.3216,10
48213,0.28,4.52,61.65,4,24.2005,21
48214,0.4,9.56,312.44,4,42.5161,4
48215,1.26,8.71,83.52,4,7.3636,21
48216,1.16,8.19,182.51,4,28.3039,14
48217,1.63,9.04,859.82,4,13.2982,28
48218,1.31,7.29,296.48,8,19.1634,15
48219,0.86,11.18,1043.23,5,7.7333,13
48220,0.73,9.25,111.18,4,39.247,4
48221,19.84,13.65,101.94,9,7.7856,33
48222,1.97,3.69,128.98,10,0.515,31
48223,2.16,6.37,412.08,8,6.0823,17
48224,3.71,4.16,278.24,12,7.7301,25
48225,0.2,2.1,72.48,3,19.6217,17
48226,1.92,12.17,769.62,3,10.4304,10
48227,5.11,6.49,163.03,8,20.8623,15
48228,0.6,10.49,462.29,6,16.6168,6
48229,0.39,4.09,378.87,3,6.7165,8
48230,1.92,9.76,51.59,6,14.1327,28
48231,3.47,11.71,94.02,7,11.1011,48
48232,1.24,9.96,474.14,4,34.5778,21
48233,0.36,4.79,265.73,5,17.1523,19
48234,0.57,9.26,824.24,5,2.1829,14
48235,0.56,3.22,172.6,6,23.3081,12
48236,0.54,2.15,37.39,5,11.7205,12
48237,0.79,11.26,188.63,6,7.6401,25
48238,2.4,4.87,52.48,6,17.9087,44
48239,0.25,5.25,58.72,6,33.6446,14
48240,0.68,7.11,296.08,6,9.6111,15
48241,3.83,12.55,205.96,12,8.6199,38
48242,0.54,8.53,502.43,3,44.8029,9
48243,0.6,3.53,271.86,4,8.122,32
48244,0.62,3.86,22.09,5,24.4022,20
48245,0.15,1.44,43.52,3,49.9011,9
48246,2.28,10.31,672.79,4,1.9485,24
48247,2.38,5.97,143.51,10,19.8501,55
48248,3.83,11.2,860.88,8,0.9759,50
48249,0.08,1.14,85.1,3,72.4449,3
48250,1.35,3.28,131.56,11,9.1799,19
48251,3.24,7.39,662.48,6,15.5006,42
48252,2.24,10.88,685.45,4,13.8804,31
48253,6.26,8.05,304.81,16,12.9916,58
48254,0.76,4.77,471.31,5,19.1352,31
48255,0.44,3.98,157.41,3,50.6594,23
48256,2.78,13.55,81.22,3,29.082,9
48257,1.59,13.92,183.99,4,27.1501,24
48258,1.61,8.04,728.91,4,20.3454,36
48259,0.48,4.36,155.77,6,11.9009,29
48260,1.19,11.44,292.63,5,20.8198,9
48261,0.57,7.2,421.55,4,30.1806,16
48262,0.56,4.54,132.76,5,27.4879,9
48263,4.79,13.03,629.54,9,2.5226,17
48264,0.23,1.73,76.09,4,35.0925,20
48265,0.57,11.58,1119.18,3,16.3504,12
48266,0.56,7.35,93.68,5,12.8457,18
48267,5.93,10.64,576.48,7,3.3566,32
48268,1.1,10.04,296.67,6,23.7511,6
48269,6.56,5.03,94.66,15,3.2458,96
48270,0.2,6.18,574.24,3,46.0887,7
48271,3.91,4.39,161.46,10,6.2591,16
48272,0.6,11.96,458.35,4,12.9507,10
48273,0.48,3.97,314.34,4,1.5475,27
48274,0.59,7.92,197.71,3,4.6509,17
48275,13.79,9.01,57.87,10,5.9738,89
48276,3.06,12.48,201.27,5,15.8582,27
48277,0.39,3.99,265.6,5,21.1085,19
48278,1.71,13.53,292.5,5,29.4577,12
48279,1.16,10.05,890.43,3,30.7041,9
48280,1.28,9.27,53.6,5,35.1218,14
48281,5.88,12.32,932.99,9,2.8797,21
48282,2.34,11.07,813.48,4,0.774,36
48283,0.73,7.03,387.46,5,27.7038,23
48284,0.49,7.97,526.58,5,1.9038,9
48285,0.83,10.43,405.35,3,72.0337,12
48286,3.65,2.18,205.4,10,0.5999,89
48287,7.89,9.81,404.3,6,3.5578,30
48288,0.67,6.63,186.06,4,25.4503,9
48289,0.3,3.59,49.63,4,21.116,9
48290,9.27,9.63,542.03,10,12.7131,56
48291,0.13,2.34,69.4,4,44.2726,11
48292,0.84,5.16,26.84,6,20.7658,47
48293,9.12,13.21,85.62,9,1.8896,46
48294,0.57,2.67,111.38,10,14.5447,22
48295,0.29,3.67,39.89,4,44.7585,11
48296,0.78,3.93,263.72,5,11.1799,9
48297,0.3,2.27,118.44,4,7.2155,26
48298,0.82,6.89,41.07,4,38.2407,27
48299,0.59,11.03,758.22,6,31.3265,7
48300,0.36,4.42,273.32,5,24.8783,16
48301,0.28,4.37,404.62,3,62.6162,7
48302,1.84,13.94,1001.91,4,40.5036,24
48303,0.62,6.73,644.34,5,28.7201,9
48304,0.23,1.62,10.41,3,17.4726,20
48305,0.52,6.57,30.69,5,41.2462,5
48306,0.1,1.25,72.26,4,14.8252,19
48307,0.53,4.15,241.38,5,19.8412,10
48308,2.42,12.66,62.42,4,28.6532,30
48309,0.05,1.51,110.48,3,16.867,10
48310,1.13,11.51,729.02,5,4.092,12
48311,0.42,3.12,243.07,3,0.8802,20
48312,1.18,1.64,30.63,8,0.6477,35
48313,0.47,12.16,476.34,4,24.0014,12
48314,1.33,10.72,164.98,4,35.641,18
48315,0.55,5.52,23.09,4,15.598,7
48316,0.21,1.57,83.97,6,7.4459,27
48317,1.33,4.83,60.64,5,10.8477,31
48318,2.18,11.84,547.79,4,6.8207,30
48319,1.71,13.35,751.05,5,5.747,20
48320,3.66,13.31,913.52,7,6.2723,25
48321,0.39,3.16,147.83,5,16.9518,8
48322,0.75,7.35,48.04,4,17.3034,21
48323,1.69,13.96,637.83,6,8.4874,33
48324,1.82,10.77,679.19,6,34.8555,27
48325,1.72,13.05,1059.16,4,1.8065,21
48326,0.81,5.08,493.86,6,4.4383,18
48327,0.76,11.53,63.92,4,12.5146,13
48328,2.89,11.44,401.74,8,7.7333,38
48329,0.44,3.96,207.95,4,44.6583,6
48330,0.27,3.53,30.29,4,25.7336,5
48331,0.23,4.09,61.17,3,45.7401,9
48332,0.4,1.05,58.33,7,14.8272,18
48333,0.61,9.69,276.29,4,52.7535,9
48334,0.11,4.25,28.83,4,50.7324,3
48335,1.22,11.61,932.49,4,33.8513,22
48336,0.93,7.46,214.73,5,18.5619,12
48337,1.28,7.76,709.93,4,5.5283,8
48338,2.14,12.6,673.48,6,10.3943,19
48339,8.67,12.18,487.98,12,5.1296,40
48340,5.32,13.1,315.07,6,21.2305,29
48341,2.28,5.22,61.01,10,7.1534,61
48342,0.81,4.73,231.5,5,12.8953,27
48343,1.71,11.63,233.9,3,5.723,25
48344,9.12,5.53,79.87,15,4.0353,66
48345,0.57,4.61,356.45,4,24.9264,16
48346,5.58,10.95,795.09,10,16.3382,9
48347,3.08,6.3,406.5,7,18.6341,32
48348,2.92,11.18,215.95,9,20.6402,10
48349,1,8.51,107.05,4,14.2707,17
48350,1.8,9.36,584.93,4,14.9415,27
48351,1.49,11.08,186.31,3,49.1393,15
48352,1.22,12.95,573.55,4,54.5138,5
48353,14.59,11.84,1109.9,9,13.4282,49
48354,1.8,12.07,870.08,6,1.7856,37
48355,0.45,9.15,234.24,5,33.5417,11
48356,6.43,7.9,593.77,8,13.2971,37
48357,0.88,4.99,105.25,4,14.0478,28
48358,0.33,8.97,373.23,5,42.8896,11
48359,0.57,5.55,200.22,3,46.2055,8
48360,2.15,12.36,87.78,4,31.5257,23
48361,3.56,8.74,44.17,11,12.1699,18
48362,0.26,1.41,67.69,5,20.2929,24
